Krankenhaus,Adresse,n_Betten,url,address,lat,lng
Werner-Schwidder-Klinik,"Herbert-Hellmann-Allee 38, 79189 Bad Krozingen",61.0,http://www.schwarzwaldkliniken.de,"Herbert-Hellmann-Allee 38, 79189 Bad Krozingen",47.9234301,7.6879436
Thure von Uexküll-Klinik,"Badstr. 2, 79286 Glottertal",37.0,http://www.uexkuell-klinik.de,"Badstr. 2, 79286 Glottertal",48.054995,7.963881
Zentrum für Psychiatrie Emmendingen / Psychiatrische Tagesklinik Lahr,"Obere Bergstraße  28, 77933 Lahr / Schwarzwald",20.0,http://www.zfp-emmendingen.de,"Obere Bergstraße  28, 77933 Lahr / Schwarzwald",48.3430417,7.8696926
Tagesklinik Singen,"Freiheitstrasse 11, 78224 Singen",20.0,http://www.zfp-reichenau.de,"Freiheitstrasse 11, 78224 Singen",47.76237,8.83608
Luisenklinik Tagesklinik Radolfzell,"Strandbadstr. 10, 78315 Radolfzell",20.0,http://www.luisenklinik.de,"Strandbadstr. 10, 78315 Radolfzell",47.7370622,8.9771164
Klinikum Landkreis Tuttlingen-Gesundheitszentrum Tuttlingen,"Zeppelinstrasse 21, 78532 Tuttlingen",228.0,http://www.klinikum-tut.de/de/index.html,"Zeppelinstrasse 21, 78532 Tuttlingen",47.9845397,8.8311861
Spaichingen,"Robert-Koch Strasse 31, 78549 Spaichingen",96.0,http://www.klinikum-tut.de/,"Robert-Koch Strasse 31, 78549 Spaichingen",48.0770725,8.7226374
Universitäts-Herzzentrum Freiburg • Bad Krozingen GmbH - Standort Bad Krozingen,"Südring 15, 79189 Bad Krozingen",284.0,http://www.universitaets-herzzentrum.de,"Südring 15, 79189 Bad Krozingen",47.9073443,7.7005366
Universitäts-Herzzentrum Freiburg,"Hugstetter 55, 79106 Freiburg ",129.0,http://www.universitaets-herzzentrum.de,"Hugstetter 55, 79106 Freiburg ",48.0053507,7.8396997
ORTENAU KLINIKUM Wolfach,"Oberwolfacherstr. 10, 77709 Wolfach",80.0,http://www.ortenau-klinikum.de/klinikum-wolfach,"Oberwolfacherstr. 10, 77709 Wolfach",48.30299,8.22249
Ortenau Klinikum Kehl,"Kanzmattstr. 2, 77694 Kehl",142.0,https://offenburg-kehl.ortenau-klinikum.de,"Kanzmattstr. 2, 77694 Kehl",48.5678666,7.8119084
Ortenau Klinikum Achern-Oberkirch (Standort Achern),"Josef-Wurzler-Straße 7, 77855 Achern",187.0,http://www.ortenau-klinikum.de,"Josef-Wurzler-Straße 7, 77855 Achern",48.6251812,8.0669851
Ortenau Klinikum Achern-Oberkirch (Standort Oberkirch),"Franz-Schubert-Straße 15, 77704 Oberkirch",82.0,http://www.ortenau-klinikum.de,"Franz-Schubert-Straße 15, 77704 Oberkirch",48.5351525,8.0797999
Ortenau Klinikum Lahr-Ettenheim Standort Lahr,"Klostenstrasse 19, 77933 Lahr",411.0,http://www.ortenau-klinikum.de,"Klostenstrasse 19, 77933 Lahr",48.34463,7.88618
Ortenau Klinikum Lahr-Ettenheim Standort Ettenheim,"Robert-Koch-Strasse 15, 77955 Ettenheim",77.0,http://www.ortenau-klinikum.de,"Robert-Koch-Strasse 15, 77955 Ettenheim",48.2571361,7.8173385
Ortenau Klinikum Offenburg-Gengenbach Standort Ebertplatz,"Ebertplatz 12, 77654 Offenburg",461.0,http://offenburg-kehl.ortenau-klinikum.de/,"Ebertplatz 12, 77654 Offenburg",48.47598,7.95548
Ortenau Klinikum Offenburg-Gengenbach Standort Gengenbach,"Leutkirchstraße 32, 77723 Gengenbach",104.0,http://offenburg-gengenbach.ortenau-klinikum.de/,"Leutkirchstraße 32, 77723 Gengenbach",48.4063099,8.0123542
Ortenau Klinikum Offenburg-Gengenbach Standort St. Josefsklinik,"Weingartenstraße 70, 77654 Offenburg",171.0,http://offenburg-kehl.ortenau-klinikum.de/,"Weingartenstraße 70, 77654 Offenburg",48.4692658,7.9658201
Albklinik Münsingen,"Lautertalstraße 47, 72525 Münsingen",95.0,http://www.kreiskliniken-reutlingen.de,"Lautertalstraße 47, 72525 Münsingen",48.40419,9.48977
Klinikum am Steinenberg,"Steinenbergstraße 31, 72764 Reutlingen",546.0,http://www.kreiskliniken-reutlingen.de,"Steinenbergstraße 31, 72764 Reutlingen",48.4835058,9.2179729
Ermstalklinik Bad Urach,"Stuttgarterstraße 100, 72574 Bad Urach",132.0,http://www.kreiskliniken-reutlingen.de,"Stuttgarterstraße 100, 72574 Bad Urach",48.4965631,9.388355
ZfP Südwürttemberg Zwiefalten,"Hauptstraße 9, 88529 Zwiefalten",188.0,http://www.zfp-web.de/,"Hauptstraße 9, 88529 Zwiefalten",48.2314105,9.4614749
Tagesklinik Riedlingen,"Zwiefalter Straße 56b, 88499 Riedlingen",1.0,http://www.zfp-web.de,"Zwiefalter Straße 56b, 88499 Riedlingen",48.1603085,9.4786798
Universitätsklinikum Tübingen,"Geissweg 3, 72076 Tübingen",1.585,https://www.medizin.uni-tuebingen.de/,"Geissweg 3, 72076 Tübingen",48.5278355,9.0492346
Tropenklinik Paul-Lechler-Krankenhaus,"Paul-Lechler-Straße 26, 72076 Tübingen",90.0,https://www.tropenklinik.de,"Paul-Lechler-Straße 26, 72076 Tübingen",48.5308946,9.0610838
BG Klinik Tübingen,"Schnarrenbergstr. 95, 72076 Tübingen",340.0,http://www.bgu-tuebingen.de,"Schnarrenbergstr. 95, 72076 Tübingen",48.5332292,9.0348174
Zollernalb Klinikum Balingen,"Tübinger Straße 30, 72336 Balingen",219.0,http://www.zollernalb-klinikum.de,"Tübinger Straße 30, 72336 Balingen",48.2774006,8.8571678
Zollernalb Klinikum Albstadt,"Friedrichstraße 39, 72458 Albstadt",231.0,http://www.zollernalb-klinikum.de,"Friedrichstraße 39, 72458 Albstadt",48.2140153,9.0197636
Universitätsklinikum Ulm,"Albert-Einstein-Allee 29, 89081 Ulm",1.274,http://www.uniklinik-ulm.de/,"Albert-Einstein-Allee 29, 89081 Ulm",48.4227689,9.9490026
AGAPLESION BETHESDA KLINIK ULM gGmbH Akademisches Krankenhaus der Universität,"Zollernring 26, 89073 Ulm",90.0,https://www.bethesda-ulm.de/start,"Zollernring 26, 89073 Ulm",48.402043,10.006355
Klinik Dr. Schwarz,"Steingasse 11, 89073 Ulm",26.0,http://www.klinik-schwarz.de,"Steingasse 11, 89073 Ulm",48.3992602,9.9973683
Alb-Donau Klinikum Ehingen,"Spitalstrasse 29, 89584 Ehingen",375.0,http://www.adk-gmbh.de,"Spitalstrasse 29, 89584 Ehingen",48.2803507,9.7187125
Alb-Donau Klinikum Blaubeuren,"Ulmer Strasse 26, 89143 Blaubeuren",375.0,http://www.adk-gmbh.de,"Ulmer Strasse 26, 89143 Blaubeuren",48.4086179,9.7899667
Alb-Donau Klinikum Langenau,"Karlstrasse 45, 89129 Langenau",375.0,http://www.adk-gmbh.de,"Karlstrasse 45, 89129 Langenau",48.5006356,10.1161505
ZfP Südwürttemberg Bad Schussenried,"Pfarrer-Leube-Straße 29, 88427 Bad Schussenried",157.0,http://www.zfp-web.de/,"Pfarrer-Leube-Straße 29, 88427 Bad Schussenried",48.00994,9.6569
Abteilung Psychosomatische Medizin und Psychotherapie Aulendorf,"Safranmoosstraße 5, 88326 Aulendorf",24.0,http://www.zfp-web.de,"Safranmoosstraße 5, 88326 Aulendorf",47.9534421,9.6348296
Tagesklinik Biberach,"Mühlweg 7, 88400 Biberach",1.0,http://www.zfp-web.de/,"Mühlweg 7, 88400 Biberach",48.09205,9.79295
Station 1014 Allgemein Psychiatrie Ehingen,"Spitalstraße 31/2, 89584 Ehingen",26.0,http://www.zfp-web.de,"Spitalstraße 31/2, 89584 Ehingen",48.27988,9.71751
Tagesklinik Ehingen,"Spitalstraße 31/2, 89584 Ehingen",1.0,http://www.zfp-web.de/,"Spitalstraße 31/2, 89584 Ehingen",48.27988,9.71751
Suchttagesklinik Ulm,"Wilhelmstraße 22, 89073 Ulm",1.0,http://www.zfp-web.de,"Wilhelmstraße 22, 89073 Ulm",48.4054746,9.9886663
Sana Klinikum Biberach,"Ziegelhausstraße 50, 88400 Biberach",343.0,https://www.kliniken-bc.de/sana-klinikum-biberach/,"Ziegelhausstraße 50, 88400 Biberach",48.09647,9.77378
Sana Klinik Laupheim,"Bronner Straße 34, 88471 Laupheim",78.0,https://www.kliniken-bc.de/sana-klinik-laupheim/,"Bronner Straße 34, 88471 Laupheim",48.2334303,9.8887056
Sana Klinik Riedlingen,"Zwiefalter Straße 62, 88499 Riedlingen",54.0,https://www.kliniken-bc.de/sana-klinik-riedlingen/,"Zwiefalter Straße 62, 88499 Riedlingen",48.16126,9.47964
Fachklinik für Neurologie Dietenbronn GmbH,"Dietenbronn 7, 88477 Schwendi",80.0,https://www.fachklinik-dietenbronn.de/,"Dietenbronn 7, 88477 Schwendi",48.1619,9.96928
Klinikum Friedrichshafen GmbH,"Röntgenstr. 2, 88048 Friedrichshafen",370.0,http://www.medizin-campus-bodensee.de,"Röntgenstr. 2, 88048 Friedrichshafen",47.67276,9.43027
Klinik Tettnang GmbH,"Emil-Münch-Straße  16, 88069 Tettnang",140.0,http://www.medizin-campus-bodensee.de,"Emil-Münch-Straße  16, 88069 Tettnang",47.6729103,9.5981565
Helios Spital Überlingen GmbH,"Härlenweg 1, 88662 Überlingen",170.0,http://www.helios-gesundheit.de/ueberlingen,"Härlenweg 1, 88662 Überlingen",47.7750574,9.150344
Krankenhaus Bad Waldsee,"Robert-Koch-Straße 38, 88339 Bad Waldsee",85.0,http://www.oberschwabenklinik.de,"Robert-Koch-Straße 38, 88339 Bad Waldsee",47.924977,9.760367
ZfP Südwürttemberg Weissenau,"Weingarthofer Strasse 2, 88214 Ravensburg",472.0,http://www.zfp-web.de/,"Weingarthofer Strasse 2, 88214 Ravensburg",47.76398,9.5978243
ZfP Südwürttemberg Weissenau,"Weingartshofer Straße 2, 88214 Ravensburg",1.0,http://www.zfp-web.de/,"Weingartshofer Straße 2, 88214 Ravensburg",47.76398,9.5978243
ZfP Südwürttemberg Weissenau,"Weingartshofer Straße 2, 88214 Ravensburg",1.0,http://www.zfp-zentrum.de,"Weingartshofer Straße 2, 88214 Ravensburg",47.76398,9.5978243
"Tagesklinik für Kinder- und Jugendpsychiatrie und -psychotherapie Aulendorf (im Gebäude der Schussentalklinik, Hintereingang zum Park)","Safranmoosstraße 5, 88326 Aulendorf",1.0,http://www.zfp-web.de,"Safranmoosstraße 5, 88326 Aulendorf",47.9534421,9.6348296
SINOVA Ravensburg,"Nikolausstraße 14, 88212 Ravensburg",18.0,https://www.zfp-web.de/,"Nikolausstraße 14, 88212 Ravensburg",47.7865908,9.6230715
TK Ravensburg,"Nikolausstraße 14, 88212 Ravensburg",1.0,https://www.zfp-web.de/,"Nikolausstraße 14, 88212 Ravensburg",47.7865908,9.6230715
Allgemeinpsychiatrie und PSM Friedrichshafen-Bodensee,"Röntgenstraße 8, 88048 Friedrichshafen",62.0,https://www.zfp-web.de/,"Röntgenstraße 8, 88048 Friedrichshafen",47.6723922,9.4296112
Allgemeinpsychiatrie Wangen,"Am Engelberg 39, 88239 Wangen",22.0,https://www.zfp-web.de/,"Am Engelberg 39, 88239 Wangen",47.6936973,9.8443079
Tagesklinik Wangen,"Am Engelberg 39, 88329 Wangen",1.0,https://www.zfp-web.de/,"Am Engelberg 39, 88329 Wangen",47.6936973,9.8443079
Abt. Alterspsychiatrie am St. Elisabethen-Klinikum,"Elisabethenstrasse 15, Haus C, 88212 Ravensburg",24.0,http://www.zfp-web.de,"Elisabethenstrasse 15, Haus C, 88212 Ravensburg",47.7880044,9.6212939
St. Elisabethen-Klinikum,"Elisabethenstraße 15, 88212 Ravensburg",542.0,http://www.oberschwabenklinik.de,"Elisabethenstraße 15, 88212 Ravensburg",47.78827,9.62016
Westallgäu-Klinikum,"Am Engelberg 29, 88239 Wangen im Allgäu",205.0,http://www.oberschwabenklinik.de,"Am Engelberg 29, 88239 Wangen im Allgäu",47.69283,9.84467
Fachkliniken Wangen,"Am Vogelherd 14, 88239 Wangen",158.0,http://www.fachkliniken-wangen.de,"Am Vogelherd 14, 88239 Wangen",47.6988074,9.8359189
Krankenhaus 14 Nothelfer GmbH,"Ravensburger Straße 39, 88250 Weingarten",133.0,http://www.medizin-campus-bodensee.de,"Ravensburger Straße 39, 88250 Weingarten",47.8000755,9.6322905
SRH Krankenhaus Sigmaringen,"Hohenzollernstrasse 40, 72488 Sigmaringen",380.0,https://www.kliniken-sigmaringen.de/,"Hohenzollernstrasse 40, 72488 Sigmaringen",48.0962562,9.2257938
SRH Krankenhaus Bad Saulgau,"Gänsbühl 1, 88348 Bad Saulgau",60.0,https://www.kliniken-sigmaringen.de/,"Gänsbühl 1, 88348 Bad Saulgau",48.01503,9.49712
SRH Krankenhaus Pfullendorf,"Eichberg 2/1, 88630 Pfullendorf",80.0,https://www.kliniken-sigmaringen.de/,"Eichberg 2/1, 88630 Pfullendorf",47.925665,9.261031
Chirurgische Klinik Dr. Kübel/ Dr. Albrecht/ Dr. Gühring,"Listplatz 1, 72764 Reutlingen",11.0,http://www.kronprinzenbau-klinik.de,"Listplatz 1, 72764 Reutlingen",48.4959295,9.2102761
m&amp;i-Fachkliniken Hohenurach,"Immanuel-Kant-Straße 33, 72574 Bad Urach",18.0,https://www.fachkliniken-hohenurach.de/,"Immanuel-Kant-Straße 33, 72574 Bad Urach",48.5045806,9.3770323
Winghofer Medicum Klinik GmbH,"Röntgenstr. 38, 72108 Rottenburg a.N.",26.0,http://www.winghofermedicum.de,"Röntgenstr. 38, 72108 Rottenburg a.N.",48.4803582,8.9481675
Steinlach-Klinik GmbH,"Bahnhofstraße 5, 72116 Mössingen",13.0,http://www.steinlach-klinik.de,"Bahnhofstraße 5, 72116 Mössingen",48.4053049,9.0568493
Liebenau Kliniken gemeinnützige GmbH | St. Lukas-Klinik,"Siggenweilerstr. 11, 88074 Meckenbeuren",62.0,https://www.stiftung-liebenau.de/gesundheit/,"Siggenweilerstr. 11, 88074 Meckenbeuren",47.7093063,9.6032482
RKU - Universitäts- und Rehabilitationskliniken Ulm gGmbH,"Oberer Eselsberg 45, 89081 Ulm",241.0,http://www.rku.de,"Oberer Eselsberg 45, 89081 Ulm",48.423519,9.943507
Schussental-Klinik,"Safranmoosstraße  5, 88326 Aulendorf",82.0,http://www.schussental-klinik.de/,"Safranmoosstraße  5, 88326 Aulendorf",47.9534421,9.6348296
PP.rt Klinik für Psychiatrie und Psychosomatik Haus Dietrich Bonhoeffer,"Wörthstrasse 52/1, 72764 Reutlingen",91.0,http://www.pprt.de,"Wörthstrasse 52/1, 72764 Reutlingen",48.48354,9.22037
PP.rt Klink für Psychiatrie und Psychosomatik Steinenberg,"Steinenbergstraße 31, 72764 Reutlingen",40.0,http://www.pprt.de,"Steinenbergstraße 31, 72764 Reutlingen",48.4835058,9.2179729
PP.rt Klinik für Psychiatrie und Psychosomatik EchTAZ,"Lindachstraße 43, 72764 Reutlingen",1.0,http://www.pprt.de,"Lindachstraße 43, 72764 Reutlingen",48.4860476,9.2200509
ACURA Kliniken Albstadt GmbH,"Robert-Koch-Str. 26, 72461 Albstadt",55.0,https://www.acura-kliniken-albstadt.de/,"Robert-Koch-Str. 26, 72461 Albstadt",48.23738,9.0336
Bundeswehrkrankenhaus Ulm,"Oberer Eselsberg 40, 89081 Ulm",496.0,https://ulm.bwkrankenhaus.de,"Oberer Eselsberg 40, 89081 Ulm",48.42552,9.94785
Passauer Wolf Bad Gögging - Neurologisches Zentrum für Bewegungsstörungen,"Kaiser-Augustus-Straße 9, 93333 Neustadt a. d. Donau",15.0,https://www.passauerwolf.de/,"Kaiser-Augustus-Straße 9, 93333 Neustadt a. d. Donau",48.8195625,11.7903521
Günztalklinik Allgäu,"Hagenmoos 1, 87634 Obergünzburg",50.0,https://www.guenztalklinik-allgaeu.de,"Hagenmoos 1, 87634 Obergünzburg",47.8476198,10.4081023
Algesiologikum Tagesklinik für Schmerzmedizin,"Hessstr. 22, 80799 München",1.0,http://www.algesiologikum.de,"Hessstr. 22, 80799 München",48.1510552,11.5695856
Klinikum Aschaffenburg-Alzenau gGmbH - Standort Aschaffenburg,"Am Hasenkopf 1, 63739 Aschaffenburg",849.0,http://www.klinikum-ab-alz.de,"Am Hasenkopf 1, 63739 Aschaffenburg",49.9772559,9.188501
Klinikum Aschaffenburg-Alzenau gGmbH - Standort Alzenau,"Schlosshof 1, 63755 Alzenau-Wasserlos",849.0,http://www.klinikum-ab-alz.de,"Schlosshof 1, 63755 Alzenau-Wasserlos",50.0698302,9.0755555
Medical Park Betriebs GmbH &amp; Co KG - BS Reithofpark,"Reithof 1, 83075 Bad Feilnbach",25.0,https://www.medicalpark.de/de/Kliniken_und_Zentren/Reithofpark__Bad_Feilnbach.html,"Reithof 1, 83075 Bad Feilnbach",47.78885,12.0072
Barmherzige Brüder Paul Gerhardt Haus Regensburg,"Prüfeninger Str. 86, 93049 Regensburg",80.0,https://www.paulgerhardthaus.de/,"Prüfeninger Str. 86, 93049 Regensburg",49.0170363,12.0639523
Missioklinik Würzburg,"Salvatorstr. 7, 97074 Würzburg",321.0,https://www.kwm-missioklinik.de/,"Salvatorstr. 7, 97074 Würzburg",49.7943468,9.953425
Juliusspital Würzburg,"Juliuspromenade 19, 97070 Würzburg",342.0,http://www.kwm-juliusspital.de,"Juliuspromenade 19, 97070 Würzburg",49.7978398,9.9312134
Marion von Tessin Memory Tagesklinik,"Nymphenburgerstraße 45, 80335 München",20.0,https://www.mvt-zentrum.de/,"Nymphenburgerstraße 45, 80335 München",48.14881,11.5503699
Psychiatrische Tagesklinik Bamberg Forchheim gemeinnützige GmbH,"Buger Straße 80, 96049 Bamberg",1.0,https://www.sozialstiftung-bamberg.de/klinikum-bamberg/kliniken-und-experten/psychiatrie/psychiatrische-tagesklinik-bamberg-forchheim/,"Buger Straße 80, 96049 Bamberg",49.8683725,10.8903256
Klinik Dr. Maul GmbH Ingolstadt,"Östliche Ringstraße 4, 85049 Ingolstadt",38.0,http://www.klinik-dr-maul.de,"Östliche Ringstraße 4, 85049 Ingolstadt",48.7716507,11.4333145
Helios Klinikum München West,"Steinerweg 5, 81241 München",412.0,http://www.helios-gesundheit.de/muenchen-west,"Steinerweg 5, 81241 München",48.1448731,11.4541877
Helios Klinik München Perlach,"Schmidbauerstraße 44, 81737 München",150.0,http://www.helios-gesundheit.de/muenchen-perlach,"Schmidbauerstraße 44, 81737 München",48.1018848,11.6296594
Deutsches Herzzentrum München des Freistaates Bayern,"Lazarettstraße 36, 80636 München",197.0,http://www.dhm.mhn.de,"Lazarettstraße 36, 80636 München",48.1523627,11.5493723
kbo-Kinderzentrum München,"Heiglhofstraße 65, 81377 München",45.0,http://www.kbo-kinderzentrum-muenchen.de,"Heiglhofstraße 65, 81377 München",48.1070494,11.4776742
kbo-Isar-Amper-Klinikum Atriumhaus,"Bavariastraße 11, 80336 München",52.0,http://www.iak-kmo.de,"Bavariastraße 11, 80336 München",48.1236367,11.5452053
kbo - Heckscher-Klinikum gGmbH München,"Deisenhofener Straße 28, 81539 München",75.0,http://www.kbo-heckscher-klinikum.de,"Deisenhofener Straße 28, 81539 München",48.1141093,11.5827038
"kbo - Heckscher-Klinikum gGmbH, Abteilung Rosenheim","Ellmaierstraße 27, 83022 Rosenheim",30.0,https://kbo-heckscher-klinikum.de/standorte/rosenheim,"Ellmaierstraße 27, 83022 Rosenheim",47.8603,12.1339501
"kbo - Heckscher-Klinikum gGmbH, Abteilung Rottmannshöhe","Rottmannshöhe 1, 82335 Berg",42.0,https://kbo-heckscher-klinikum.de/standorte/rottmannshoehe,"Rottmannshöhe 1, 82335 Berg",47.9487885,11.3467665
"kbo - Heckscher-Klinikum gGmbH, Abteilung Wasserburg","Gabersee 19, 83512 Wasserburg",20.0,https://kbo-heckscher-klinikum.de/standorte/wasserburg,"Gabersee 19, 83512 Wasserburg",48.0595451,12.2033352
"kbo-Heckscher-Klinikum gGmbH, Abteilung Landsberg am Lech","Bgm.-Dr.-Hartmann-Straße 52, 86899 Landsberg am Lech",1.0,https://kbo-heckscher-klinikum.de/standorte/landsberg,"Bgm.-Dr.-Hartmann-Straße 52, 86899 Landsberg am Lech",48.04866,10.85474
"kbo-Heckscher-Klinikum gGmbH, Abteilung Ingolstadt","Münchner Straße 135, 85051 Ingolstadt",1.0,https://kbo-heckscher-klinikum.de/standorte/ingolstadt,"Münchner Straße 135, 85051 Ingolstadt",48.7394631,11.4359041
Kliniken Dritter Orden gGmbH München-Nymphenburg,"Menzinger Str. 44, 80638 München",574.0,http://www.dritter-orden.de,"Menzinger Str. 44, 80638 München",48.165588,11.505798
Barmherzige Brüder Krankenhaus München,"Romanstraße 93, 80639 München",388.0,http://www.barmherzige-muenchen.de,"Romanstraße 93, 80639 München",48.1559625,11.5099847
Klinik Josephinum gAG,"Schönfeldstraße 16, 80539 München",70.0,http://www.josephinum.de,"Schönfeldstraße 16, 80539 München",48.1456873,11.5812237
Klinik Augustinum,"Wolkerweg 16, 81375 München",140.0,http://www.augustinum-kliniken.de,"Wolkerweg 16, 81375 München",48.1224911,11.4884172
Krankenhaus für Naturheilweisen,"Seybothstraße 65, 81545 München",110.0,http://www.krankenhaus-naturheilweisen.de,"Seybothstraße 65, 81545 München",48.0866776,11.5572841
Diakoniewerk München-Maxvorstadt,"Arcisstr. 35, 80799 München",87.0,http://www.diakoniewerk-muenchen.de,"Arcisstr. 35, 80799 München",48.1513636,11.5703093
Augenklinik Herzog Carl Theodor,"Nymphenburger Str. 43, 80335 München",47.0,http://www.augenklinik-muenchen.de,"Nymphenburger Str. 43, 80335 München",48.14851,11.55064
Schön Klinik München Schwabing,"Parzivalplatz 4, 80804 München",145.0,http://www.schoen-klinik.de,"Parzivalplatz 4, 80804 München",48.1716245,11.5846596
Max-Planck-Institut für Psychiatrie,"Kraepelinstraße 2-10, 80804 München",120.0,http://www.psych.mpg.de,"Kraepelinstraße 2-10, 80804 München",48.17342,11.57552
Clinic Dr. Decker GmbH,"Seestraße 10-12, 80802 München",45.0,https://www.clinic-dr-decker.de,"Seestraße 10-12, 80802 München",48.1587198,11.5894542
Internistisches Klinikum München Süd GmbH,"Am Isarkanal 36, 81379 München",125.0,https://www.ikms.de/,"Am Isarkanal 36, 81379 München",48.1029252,11.5479539
Chirurgisches Klinikum München Süd GmbH &amp;amp; Co. KG,"Am Isarkanal 30, 81379 München",170.0,http://www.artemed.de/ckms/de/,"Am Isarkanal 30, 81379 München",48.1029718,11.5484615
München,"Geiselgasteigstraße 203, 81545 München",62.0,http://www.klinik-menterschwaige.de/die-klinik,"Geiselgasteigstraße 203, 81545 München",48.0799256,11.557172
Frauenklinik München West GmbH &amp; Co.KG,"Schmiedwegerl 2-6, 81241 München",45.0,http://www.fklmw.de,"Schmiedwegerl 2-6, 81241 München",48.1463526,11.45761
Frauenklinik Dr. Geisenhofer,"Hirschauer Str. 6, 80538 München",82.0,http://www.geisenhoferklinik.de,"Hirschauer Str. 6, 80538 München",48.15163,11.59655
Arabella-Klinik GmbH,"Arabellastraße 5, 81925 München",60.0,http://www.arabellaklinik.de,"Arabellastraße 5, 81925 München",48.1512093,11.6184673
HNO-Klinik Bogenhausen Dr. Gaertner GmbH,"Possartstrasse 27-31, 81679 München",20.0,http://www.gaertnerklinik.de/,"Possartstrasse 27-31, 81679 München",48.14347,11.60637
RoMed Klinikum Rosenheim,"Pettenkoferstraße 10, 83022 Rosenheim",622.0,https://www.romed-kliniken.de/,"Pettenkoferstraße 10, 83022 Rosenheim",47.8602819,12.1317575
RoMed Klinik Prien am Chiemsee,"Harrasser Str. 61 - 63, 83209 Prien a. Chiemsee",140.0,http://www.romed-kliniken.de,"Harrasser Str. 61 - 63, 83209 Prien a. Chiemsee",47.850286,12.367804
Kreiskliniken Altötting-Burghausen Standort Altötting,"Vinzenz-von-Paul-Str. 10, 84503 Altötting",407.0,http://www.diekreiskliniken.de/,"Vinzenz-von-Paul-Str. 10, 84503 Altötting",48.2328,12.67618
Kreisklinik Burghausen,"Krankenhausstr. 1, 84489 Burghausen",139.0,http://www.diekreiskliniken.de/,"Krankenhausstr. 1, 84489 Burghausen",48.168,12.8419199
Asklepios Stadtklinik Bad Tölz,"Schützenstraße 15, 83646 Bad Tölz",270.0,http://www.asklepios.com/bad-toelz/,"Schützenstraße 15, 83646 Bad Tölz",47.7567795,11.5514463
Kreisklinik Wolfratshausen gGmbH,"Moosbauerweg 5, 82515 Wolfratshausen",165.0,https://www.kreisklinik-wolfratshausen.de,"Moosbauerweg 5, 82515 Wolfratshausen",47.9118362,11.4282185
Kreisklinik Bad Reichenhall,"Riedelstr. 5, 83435 Bad Reichenhall",287.0,http://www.kliniken-suedostbayern.de/de/leistungsspektrum/kreisklinik-bad-reichenhall.htm,"Riedelstr. 5, 83435 Bad Reichenhall",47.72891,12.87254
Kreisklinik Freilassing,"Vinzentiusstr. 56, 83395 Freilassing",40.0,http://www.kliniken-suedostbayern.de/de/leistungsspektrum/kreisklinik-freilassing.htm,"Vinzentiusstr. 56, 83395 Freilassing",47.8482181,12.9806304
Kreisklinik Berchtesgaden,"Locksteinstr. 16, 83471 Berchtesgaden",118.0,http://www.kliniken-suedostbayern.de/de/leistungsspektrum/kreisklinik-berchtesgaden.htm,"Locksteinstr. 16, 83471 Berchtesgaden",47.6400367,13.0052805
Helios Amper-Klinikum Dachau,"Krankenhausstraße 15, 85221 Dachau",441.0,http://www.helios-gesundheit/dachau.de,"Krankenhausstraße 15, 85221 Dachau",48.2650037,11.4285571
Helios Amper-Klinik Indersdorf,"Maroldstraße 45, 85229 Markt Indersdorf",35.0,http://www.helios-gesundheit/dachau.de,"Maroldstraße 45, 85229 Markt Indersdorf",48.3556029,11.3895884
Kreisklinik Ebersberg gemeinnützige GmbH,"Pfarrer-Guggetzer-Straße 3, 85560 Ebersberg",328.0,https://www.klinik-ebe.de,"Pfarrer-Guggetzer-Straße 3, 85560 Ebersberg",48.0765918,11.9614938
Klinikum Landkreis Erding,"Bajuwarenstraße 5, 85435 Erding",288.0,http://www.klinikum-erding.de,"Bajuwarenstraße 5, 85435 Erding",48.2945327,11.895973
Klinikum Landkreis Erding - Außenstelle Dorfen,"Erdinger Straße 17, 84405 Dorfen",42.0,https://www.klinikum-erding.de,"Erdinger Straße 17, 84405 Dorfen",48.27672,12.15182
kbo-Isar-Amper-Klinikum Taufkirchen (Vils),"Bräuhausstraße 5, 84416 Taufkirchen",200.0,http://www.kbo-iak.de,"Bräuhausstraße 5, 84416 Taufkirchen",48.3456077,12.1336887
kbo-Isar-Amper-Kinikum Taufkirchen Pychiatrische Tagklinik Freising,"Gute Änger 13, 85356 Freising",1.0,http://www.kbo-iak.de,"Gute Änger 13, 85356 Freising",48.389354,11.758325
Klinik Wartenberg - Professor Dr. Selmair GmbH &amp;amp; Co. KG,"Badstraße 43, 85456 Wartenberg",55.0,http://www.klinik-wartenberg.de,"Badstraße 43, 85456 Wartenberg",48.4049441,12.0013549
Klinikum Freising GmbH,"Alois-Steinecker-Straße 18, 85354 Freising",353.0,http://www.klinikum-freising.de,"Alois-Steinecker-Straße 18, 85354 Freising",48.4047065,11.7447688
Klinikum Fürstenfeldbruck,"Dachauer Str. 33, 82256 Fürstenfeldbruck",380.0,http://www.klinikum-ffb.de,"Dachauer Str. 33, 82256 Fürstenfeldbruck",48.180831,11.2590974
Klinikum Garmisch-Partenkirchen - Haupthaus,"Auenstraße 6, 82467 Garmisch-Partenkirchen",430.0,http://www.klinikum-gap.de,"Auenstraße 6, 82467 Garmisch-Partenkirchen",47.48289,11.12713
